Statistical profiling result from isolate-0x103000000-v8.log, (2732 ticks, 192 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      1    0.0%    0.0%  LazyCompile: ~pp$7.readCodePoint /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/acorn.js:3160:30
      1    0.0%    0.0%  LazyCompile: ~pp$7.finishToken /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/is-expression/node_modules/acorn/dist/acorn.js:2828:28
      1    0.0%    0.0%  LazyCompile: ~pp$7.curContext /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/is-expression/node_modules/acorn/dist/acorn.js:2708:27
      1    0.0%    0.0%  LazyCompile: ~pp$6.updateContext /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/acorn.js:2589:30
      1    0.0%    0.0%  LazyCompile: ~pp$5.finishNode /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/acorn.js:2537:27
      1    0.0%    0.0%  LazyCompile: ~pp$4.startNode /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/babylon/lib/index.js:4415:27
      1    0.0%    0.0%  LazyCompile: ~pp$3.parseSubscripts /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/babylon/lib/index.js:3507:33
      1    0.0%    0.0%  LazyCompile: ~pp$3.parseMaybeUnary /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/acorn.js:1828:32
      1    0.0%    0.0%  LazyCompile: ~pp$3.parseMaybeConditional /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/is-expression/node_modules/acorn/dist/acorn.js:1772:38
      1    0.0%    0.0%  LazyCompile: ~pp$3.parseMaybeConditional /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/acorn.js:1772:38
      1    0.0%    0.0%  LazyCompile: ~pp$3.parseMaybeAssign /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn/dist/acorn.js:1586:35
      1    0.0%    0.0%  LazyCompile: ~pp$3.parseIdent /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn/dist/acorn.js:2175:29
      1    0.0%    0.0%  LazyCompile: ~pp$3.parseIdent /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/acorn.js:2429:27
      1    0.0%    0.0%  LazyCompile: ~pp$3.parseExpression /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn/dist/acorn.js:1569:34
      1    0.0%    0.0%  LazyCompile: ~pp$3.parseExprSubscripts /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/babylon/lib/index.js:3490:37
      1    0.0%    0.0%  LazyCompile: ~pp$3.parseExprSubscripts /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn/dist/acorn.js:1713:38
      1    0.0%    0.0%  LazyCompile: ~pp$3.parseExprSubscripts /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/acorn.js:1870:36
      1    0.0%    0.0%  LazyCompile: ~pp$3.parseExprOps /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn/dist/acorn.js:1635:31
      1    0.0%    0.0%  LazyCompile: ~pp$3.parseExprAtom /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/babylon/lib/index.js:3606:31
      1    0.0%    0.0%  LazyCompile: ~pp$3.checkReservedWord /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/babylon/lib/index.js:4345:35
      1    0.0%    0.0%  LazyCompile: ~pp$3.buildBinary /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn/dist/acorn.js:1664:30
      1    0.0%    0.0%  LazyCompile: ~pp$2.toAssignable /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/acorn.js:1425:29
      1    0.0%    0.0%  LazyCompile: ~pp$2.parseBindingList /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn/dist/acorn.js:1421:35
      1    0.0%    0.0%  LazyCompile: ~pp$2.checkLVal /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn/dist/acorn.js:1466:28
      1    0.0%    0.0%  LazyCompile: ~pp$1.parseVar /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn/dist/acorn.js:1025:27
      1    0.0%    0.0%  LazyCompile: ~pp$1.parseStatement /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/acorn.js:720:31
      1    0.0%    0.0%  LazyCompile: ~pp$1.parseFor /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn/dist/acorn.js:997:27
      1    0.0%    0.0%  LazyCompile: ~pp$1.parseBlock /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/acorn.js:1033:27
      1    0.0%    0.0%  LazyCompile: ~pp$1.isLet /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn/dist/acorn.js:654:24
      1    0.0%    0.0%  LazyCompile: ~pp$1.isFunction /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/acorn.js:871:27
      1    0.0%    0.0%  LazyCompile: ~parseTag /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-parser/index.js:1034:21
      1    0.0%    0.0%  LazyCompile: ~parseLengthCodedNumber /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/mysql/lib/protocol/Parser.js:220:74
      1    0.0%    0.0%  LazyCompile: ~parseCode /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-parser/index.js:495:22
      1    0.0%    0.0%  LazyCompile: ~parse url.js:101:37
      1    0.0%    0.0%  LazyCompile: ~parse /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/character-parser/index.js:28:15
      1    0.0%    0.0%  LazyCompile: ~onSocket _http_client.js:655:53
      1    0.0%    0.0%  LazyCompile: ~normalize path.js:1201:32
      1    0.0%    0.0%  LazyCompile: ~nodeRNG /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/uuid/lib/rng.js:6:34
      1    0.0%    0.0%  LazyCompile: ~needFinish _stream_writable.js:577:20
      1    0.0%    0.0%  LazyCompile: ~module.exports /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/request/node_modules/qs/lib/stringify.js:124:27
      1    0.0%    0.0%  LazyCompile: ~mixinBlock /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-lexer/index.js:705:23
      1    0.0%    0.0%  LazyCompile: ~maybeReadMore /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/readable-stream/lib/_stream_readable.js:514:23
      1    0.0%    0.0%  LazyCompile: ~matchLayer /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/express/lib/router/index.js:572:20
      1    0.0%    0.0%  LazyCompile: ~match /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/express/lib/router/layer.js:110:39
      1    0.0%    0.0%  LazyCompile: ~makeRequireFunction internal/module.js:5:29
      1    0.0%    0.0%  LazyCompile: ~loadString /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-load/index.js:40:34
      1    0.0%    0.0%  LazyCompile: ~isType /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/babel-types/lib/index.js:400:16
      1    0.0%    0.0%  LazyCompile: ~isReservedWord /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/babylon/lib/index.js:1583:60
      1    0.0%    0.0%  LazyCompile: ~isPlainObject /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/lodash/isPlainObject.js:49:23
      1    0.0%    0.0%  LazyCompile: ~isNewLine /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn/dist/acorn.js:246:21
      1    0.0%    0.0%  LazyCompile: ~isInAstralSet /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/is-expression/node_modules/acorn/dist/acorn.js:53:23
      1    0.0%    0.0%  LazyCompile: ~isIdentifierStart /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/acorn.js:65:27
      1    0.0%    0.0%  LazyCompile: ~isConstant /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/constantinople/lib/index.js:317:20
      1    0.0%    0.0%  LazyCompile: ~isArray /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/is-expression/node_modules/acorn/dist/acorn.js:253:17
      1    0.0%    0.0%  LazyCompile: ~installListeners _http_agent.js:255:26
      1    0.0%    0.0%  LazyCompile: ~initBlock /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-parser/index.js:154:22
      1    0.0%    0.0%  LazyCompile: ~info /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/logform/combine.js:17:10
      1    0.0%    0.0%  LazyCompile: ~howMuchToRead /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/readable-stream/lib/_stream_readable.js:355:23
      1    0.0%    0.0%  LazyCompile: ~handleSocketCreation_Inner _http_agent.js:343:45
      1    0.0%    0.0%  LazyCompile: ~getip /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/morgan/index.js:465:16
      1    0.0%    0.0%  LazyCompile: ~getOptions /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/is-expression/node_modules/acorn/dist/acorn.js:387:20
      1    0.0%    0.0%  LazyCompile: ~getNewAsyncId net.js:74:23
      1    0.0%    0.0%  LazyCompile: ~getLineInfo /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/is-expression/node_modules/acorn/dist/acorn.js:287:21
      1    0.0%    0.0%  LazyCompile: ~fs.closeSync fs.js:611:24
      1    0.0%    0.0%  LazyCompile: ~finishNodeAt /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn/dist/acorn.js:2260:24
      1    0.0%    0.0%  LazyCompile: ~fastparse /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/parseurl/index.js:95:20
      1    0.0%    0.0%  LazyCompile: ~extname path.js:1455:28
      1    0.0%    0.0%  LazyCompile: ~extends /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-lexer/index.js:609:22
      1    0.0%    0.0%  LazyCompile: ~extend /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-linker/index.js:86:16
      1    0.0%    0.0%  LazyCompile: ~extend /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/extend/index.js:65:33
      1    0.0%    0.0%  LazyCompile: ~eos /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-lexer/index.js:298:16
      1    0.0%    0.0%  LazyCompile: ~endWritable _stream_writable.js:620:21
      1    0.0%    0.0%  LazyCompile: ~endInterpolation /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-lexer/index.js:455:30
      1    0.0%    0.0%  LazyCompile: ~encode /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/request/node_modules/qs/lib/utils.js:118:29
      1    0.0%    0.0%  LazyCompile: ~emptyBlock /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-parser/index.js:167:23
      1    0.0%    0.0%  LazyCompile: ~emitLookup net.js:1087:46
      1    0.0%    0.0%  LazyCompile: ~emitBeforeScript internal/async_hooks.js:317:26
      1    0.0%    0.0%  LazyCompile: ~declarePattern /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/index.js:53:33
      1    0.0%    0.0%  LazyCompile: ~createSocket _http_agent.js:196:53
      1    0.0%    0.0%  LazyCompile: ~createError /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/http-errors/index.js:47:22
      1    0.0%    0.0%  LazyCompile: ~consume /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-lexer/index.js:172:20
      1    0.0%    0.0%  LazyCompile: ~conditional /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-lexer/index.js:892:24
      1    0.0%    0.0%  LazyCompile: ~code /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-lexer/index.js:978:17
      1    0.0%    0.0%  LazyCompile: ~className /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-lexer/index.js:436:22
      1    0.0%    0.0%  LazyCompile: ~checkInvalidHeaderChar _http_common.js:321:32
      1    0.0%    0.0%  LazyCompile: ~case /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-lexer/index.js:766:19
      1    0.0%    0.0%  LazyCompile: ~callLexerFunction /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-lexer/index.js:1444:31
      1    0.0%    0.0%  LazyCompile: ~c /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn/dist/walk.js:57:17
      1    0.0%    0.0%  LazyCompile: ~bytesToUuid /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/uuid/lib/bytesToUuid.js:10:21
      1    0.0%    0.0%  LazyCompile: ~bufferExpression /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-code-gen/index.js:207:30
      1    0.0%    0.0%  LazyCompile: ~buffer /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-code-gen/index.js:176:20
      1    0.0%    0.0%  LazyCompile: ~bracketExpression /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-lexer/index.js:233:30
      1    0.0%    0.0%  LazyCompile: ~block /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-lexer/index.js:679:18
      1    0.0%    0.0%  LazyCompile: ~base.VariableDeclaration /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/walk.js:233:37
      1    0.0%    0.0%  LazyCompile: ~base.Program.base.BlockStatement /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/walk.js:169:47
      1    0.0%    0.0%  LazyCompile: ~base.ArrayExpression /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/node_modules/acorn/dist/walk.js:277:33
      1    0.0%    0.0%  LazyCompile: ~attrs /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-parser/index.js:1166:18
      1    0.0%    0.0%  LazyCompile: ~attrs /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-code-gen/index.js:797:18
      1    0.0%    0.0%  LazyCompile: ~attributesBlock /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-lexer/index.js:1292:29
      1    0.0%    0.0%  LazyCompile: ~attributeBlocks /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-code-gen/index.js:813:29
      1    0.0%    0.0%  LazyCompile: ~attribute /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/pug-lexer/index.js:1059:22
      1    0.0%    0.0%  LazyCompile: ~arrayClone events.js:509:20
      1    0.0%    0.0%  LazyCompile: ~args internal/util/types.js:11:10
      1    0.0%    0.0%  LazyCompile: ~app.(anonymous function) /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/express/lib/application.js:473:25
      1    0.0%    0.0%  LazyCompile: ~afterWrite net.js:852:20
      1    0.0%    0.0%  LazyCompile: ~addWith /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/with/index.js:24:17
      1    0.0%    0.0%  LazyCompile: ~addRequest _http_agent.js:138:49
      1    0.0%    0.0%  LazyCompile: ~_writeRaw _http_outgoing.js:242:19
      1    0.0%    0.0%  LazyCompile: ~_flushOutput _http_outgoing.js:831:63
      1    0.0%    0.0%  LazyCompile: ~_addHeaderLine _http_incoming.js:286:24
      1    0.0%    0.0%  LazyCompile: ~Writable.write /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/readable-stream/lib/_stream_writable.js:314:37
      1    0.0%    0.0%  LazyCompile: ~VariableDeclaration /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/acorn-globals/index.js:84:37
      1    0.0%    0.0%  LazyCompile: ~Tokenizer /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/babylon/lib/index.js:673:21
      1    0.0%    0.0%  LazyCompile: ~TokenStream.peek /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/token-stream/index.js:16:39
      1    0.0%    0.0%  LazyCompile: ~TokenStream.defer /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/token-stream/index.js:28:40
      1    0.0%    0.0%  LazyCompile: ~TokenStream.advance /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/token-stream/index.js:22:42
      1    0.0%    0.0%  LazyCompile: ~Socket.destroySoon net.js:526:40
      1    0.0%    0.0%  LazyCompile: ~Socket._write net.js:782:35
      1    0.0%    0.0%  LazyCompile: ~Socket._getpeername net.js:640:41
      1    0.0%    0.0%  LazyCompile: ~Socket net.js:185:16
      1    0.0%    0.0%  LazyCompile: ~SendStream /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/send/index.js:96:21
      1    0.0%    0.0%  LazyCompile: ~Request.onRequestResponse /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/request/request.js:884:48
      1    0.0%    0.0%  LazyCompile: ~ReadableState _stream_readable.js:58:23
      1    0.0%    0.0%  LazyCompile: ~Readable.read _stream_readable.js:365:35
      1    0.0%    0.0%  LazyCompile: ~Promise.all.then.then /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/servers/web/router.js:15:11
      1    0.0%    0.0%  LazyCompile: ~Promise._settlePromises /Users/macbookproretina13/Projects/in-learning/rock-paper-scissors/node_modules/bluebird/js/release/promise.js:682:46
